School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Community_Type,Charter,Magnet,Relig_subtype,Title 1 School,Title 1 School Wide,type,Street Address,City,State,ZIP,PSS_COUNTY_NO,County FIPS,Locale,County Name
Parchment Innovation Center,2.63E+11,Parchment School District,2627420,54,0.72,75,40,2,42,2,7,16,29,0,0,0.148148148,0.074074074,0,0.574074074,0.203703704,0.388888889,0.611111111,25,Yes,None,Suburban,No,No,No,Yes,Yes,public,1125 EAST MOSEL AVE,KALAMAZOO,MI,49004,,,Suburb: Midsize,
Pathfinders Alternative Ed,2.61E+11,Dowagiac Union School District,2612150,46,1.45,31.72,39,2,41,15,13,11,7,0,0,0.217391304,0.195652174,0,0.456521739,0.130434783,0.434782609,0.565217391,39,Yes,None,Town,No,No,No,Yes,Yes,public,243 SOUTH FRONT ST,DOWAGIAC,MI,49047,,,Town: Fringe,
Pathways Academy,2.60E+11,Pathways Academy,2601076,98,3,32.67,98,0,98,31,28,18,13,0,0,0.989795918,0,0,0.010204082,0,0.244897959,0.755102041,77,Yes,None,City,Yes,No,Yes,Yes,Yes,public,11340 E JEFFERSON AVE,DETROIT,MI,48214,,,City: Large,
Pathways To Success Academic Campus,2.60E+11,Ann Arbor Public Schools,2602820,211,15.9,13.27,128,5,133,16,28,41,126,0.009478673,0.023696682,0.398104265,0.127962085,0,0.293838863,0.146919431,0.521327014,0.478672986,85,Yes,None,City,No,No,No,Yes,Yes,public,2800 STONE SCHOOL RD,ANN ARBOR,MI,48104,,,City: Midsize,
Paw Paw High School,2.63E+11,Paw Paw Public School District,2627660,684,34.08,20.07,226,4,230,175,169,187,152,0.004385965,0.007309942,0.011695906,0.071637427,0,0.871345029,0.033625731,0.494152047,0.505847953,531,Yes,None,Rural,No,No,No,No,†,public,30609 EAST RED ARROW HWY,PAW PAW,MI,49079,,,Rural: Fringe,
Pearl AlternativeAdult Education School,2.61E+11,Fennville Public Schools,2614230,39,0.8,48.75,29,1,30,1,5,13,20,0,0,0,0.512820513,0,0.384615385,0.102564103,0.538461538,0.461538462,19,Yes,None,Rural,No,No,No,Yes,Yes,public,4 MEMORIAL DR,FENNVILLE,MI,49408,,,Rural: Distant,
Peck JrSr High School,2.63E+11,Peck Community School District,2627690,202,9.93,20.34,98,16,114,31,39,19,,0,0.004950495,0.004950495,0.079207921,0,0.900990099,0.00990099,0.51980198,0.48019802,89,Yes,None,Rural,No,No,No,Yes,Yes,public,222 EAST LAPEER ST,PECK,MI,48466,,,Rural: Distant,
Pellston MiddleHigh School,2.63E+11,Pellston Public Schools,2627720,238,16.38,14.53,147,0,147,36,24,33,,0.06302521,0,0.004201681,0.008403361,0,0.781512605,0.142857143,0.550420168,0.449579832,93,Yes,None,Rural,No,No,No,Yes,Yes,public,172 PARK ST,PELLSTON,MI,49769,,,Rural: Distant,
Pennfield Senior High School,2.63E+11,Pennfield Schools,2627810,680,30.6,22.22,295,33,328,202,158,161,159,0.005882353,0.004411765,0.044117647,0.061764706,0,0.826470588,0.057352941,0.542647059,0.457352941,521,Yes,None,Rural,No,No,No,Yes,Yes,public,8587 PENNFIELD RD,BATTLE CREEK,MI,49017,,,Rural: Fringe,
Perry High School,2.63E+11,Perry Public Schools,2627900,333,18.7,17.81,118,17,135,76,83,72,102,0,0.024024024,0.006006006,0.021021021,0,0.87987988,0.069069069,0.504504505,0.495495495,231,Yes,None,Town,No,No,No,Yes,No,public,2665 WEST BRITTON RD,PERRY,MI,48872,,,Town: Fringe,
Pershing High School,2.60E+11,Detroit Public Schools Community District,2601103,371,22.1,16.79,313,3,316,85,102,87,97,0.002695418,0.010781671,0.981132075,0,0.002695418,0.002695418,0,0.582210243,0.417789757,274,Yes,None,City,No,Yes,No,Yes,Yes,public,18875 Ryan Road,Detroit,MI,48234,,,City: Large,
Petoskey High School,2.63E+11,Public Schools Of Petoskey,2627930,959,52.61,18.23,255,40,295,252,243,211,253,0.037539103,0.011470282,0.006256517,0.018769552,0.001042753,0.866527633,0.058394161,0.537017727,0.462982273,706,Yes,None,Town,No,Yes,No,No,†,public,1500 HILL ST,PETOSKEY,MI,49770,,,Town: Remote,
PewamoWestphalia MiddleHigh School,2.63E+11,Pewamo-westphalia Community Schools,2627960,474,21.38,22.17,43,19,62,88,75,69,,0,0.006329114,0.006329114,0.042194093,0,0.934599156,0.010548523,0.514767932,0.485232068,232,Yes,None,Rural,No,No,No,Yes,No,public,5101 SOUTH CLINTONIA RD,WESTPHALIA,MI,48894,,,Rural: Distant,
Phoenix Alternative High School,2.62E+11,Kalamazoo Public Schools,2619950,164,9.4,17.45,131,5,136,11,60,56,37,0,0.006097561,0.542682927,0.109756098,0,0.176829268,0.164634146,0.457317073,0.542682927,127,Yes,None,City,No,No,No,Yes,Yes,public,1411 Oakland Dr,Kalamazoo,MI,49008,,,City: Small,
Phoenix Alternative High School,2.61E+11,Carney-nadeau Public Schools,2608010,38,3.24,11.73,29,3,32,4,16,6,12,0.052631579,0,0,0,0,0.947368421,0,0.5,0.5,26,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 395,Powers,MI,49874,,,Rural: Remote,
Phoenix Alternative School,2.64E+11,Yale Public Schools,2636600,17,0.4,42.5,9,0,9,2,1,2,,0,0,0,0.058823529,0,0.941176471,0,0.470588235,0.529411765,5,Yes,None,Rural,No,No,No,Yes,Yes,public,247 SCHOOL DR,YALE,MI,48097,,,Rural: Distant,
Pinckney Community High School,2.63E+11,Pinckney Community Schools,2628140,778,37.03,21.01,112,12,124,172,174,200,232,0.001285347,0.008997429,0.003856041,0.016709512,0.001285347,0.942159383,0.025706941,0.523136247,0.476863753,546,Yes,None,Rural,No,No,No,No,†,public,10255 DEXTER PINCKNEY RD,PINCKNEY,MI,48169,,,Rural: Fringe,
Pinconning High School,2.63E+11,Pinconning Area Schools,2628170,397,17.54,22.63,173,38,211,152,101,71,73,0.007556675,0.005037783,0.005037783,0.032745592,0,0.916876574,0.032745592,0.528967254,0.471032746,324,Yes,None,Rural,No,No,No,Yes,Yes,public,605 WEST 5TH ST,PINCONNING,MI,48650,,,Rural: Distant,
Pine River Area High School,2.63E+11,Pine River Area Schools,2628200,433,18.46,23.46,188,36,224,100,80,85,80,0.002309469,0.006928406,0.023094688,0.027713626,0,0.92147806,0.018475751,0.538106236,0.461893764,265,Yes,None,Rural,No,No,No,No,†,public,17445 PINE RIVER RD,LEROY,MI,49655,,,Rural: Remote,
Pioneer High School,2.60E+11,Ann Arbor Public Schools,2602820,1868,106.4,17.56,343,21,364,431,458,470,509,0.001605996,0.131691649,0.14614561,0.091541756,0,0.538008565,0.091006424,0.506423983,0.493576017,1359,Yes,None,City,No,No,No,No,†,public,601 WEST STADIUM BLVD,ANN ARBOR,MI,48103,,,City: Midsize,
Pioneer High School,2.61E+11,Croswell-lexington Community Schools,2611140,52,0,†,33,3,36,0,11,18,,0,0,0,0.038461538,0,0.903846154,0.057692308,0.692307692,0.307692308,29,Yes,None,Rural,No,No,No,Yes,Yes,public,15 S HOWARD AVE,CROSWELL,MI,48422,,,Rural: Distant,
Pioneer Work and Learn Center,2.63E+11,Vassar Public Schools,2634710,68,0,†,65,0,65,24,16,18,,0.014705882,0.014705882,0.558823529,0.044117647,0,0.367647059,0,0.691176471,0.308823529,58,Yes,None,Town,No,No,No,No,†,public,150 ENTERPRISE DR,VASSAR,MI,48768,,,Town: Distant,
Pittsford Area High School,2.63E+11,Pittsford Area Schools,2628500,208,13.1,15.88,150,13,163,36,26,27,,0.004807692,0,0.009615385,0.014423077,0,0.913461538,0.057692308,0.519230769,0.480769231,89,Yes,None,Rural,No,No,No,Yes,Yes,public,9304 HAMILTON RD,PITTSFORD,MI,49271,,,Rural: Distant,
Plainwell High School,2.63E+11,Plainwell Community Schools,2628530,766,36.37,21.06,208,16,224,227,188,175,176,0,0.020887728,0.005221932,0.046997389,0.001305483,0.911227154,0.014360313,0.501305483,0.498694517,590,Yes,None,Town,No,No,No,No,†,public,684 STARR RD,PLAINWELL,MI,49080,,,Town: Fringe,
Plymouth High School,2.63E+11,Plymouth-canton Community Schools,2628560,1976,98.8,20,335,34,369,535,492,453,,0.002530364,0.174595142,0.102732794,0.045040486,0.002024291,0.632591093,0.04048583,0.51062753,0.48937247,1480,Yes,None,Suburban,No,No,No,No,†,public,8400 NORTH BECK RD,CANTON,MI,48187,,,Suburb: Large,
Pontiac High School,2.63E+11,Pontiac City School District,2628740,972,44.9,21.65,703,21,724,235,258,236,243,0,0.026748971,0.444444444,0.479423868,0,0.03600823,0.013374486,0.53909465,0.46090535,729,Yes,None,City,No,No,No,Yes,Yes,public,1051 ARLENE AVE,PONTIAC,MI,48340,,,City: Small,
Port Huron High School,2.63E+11,Port Huron Area School District,2628830,1199,53.03,22.61,708,34,742,311,345,284,259,0.004170142,0.004170142,0.102585488,0.085904921,0.001668057,0.685571309,0.115929942,0.516263553,0.483736447,940,Yes,None,Suburban,No,No,No,Yes,Yes,public,2215 COURT ST,PORT HURON,MI,48060,,,Suburb: Small,
Port Huron Northern High School,2.63E+11,Port Huron Area School District,2628830,1193,55.38,21.54,432,24,456,322,349,277,245,0.003352892,0.006705784,0.028499581,0.057837385,0.001676446,0.842414082,0.059513831,0.53394803,0.46605197,948,Yes,None,Suburban,No,No,No,No,†,public,1799 KRAFFT RD,PORT HURON,MI,48060,,,Suburb: Small,
Port Huron Schools Phoenix Academy,2.63E+11,Port Huron Area School District,2628830,104,3.73,27.88,82,0,82,,0,27,77,0.019230769,0,0.115384615,0.105769231,0.009615385,0.653846154,0.096153846,0.644230769,0.355769231,27,Yes,None,Suburban,No,No,No,Yes,Yes,public,1109 20TH STREET,PORT HURON,MI,48060,,,Suburb: Small,
Portage Central High School,2.63E+11,Portage Public Schools,2628950,1424,68.3,20.85,197,22,219,372,383,349,320,0.001404494,0.071629213,0.023876404,0.056179775,0.000702247,0.775983146,0.070224719,0.486657303,0.513342697,1104,Yes,None,City,No,No,No,No,†,public,8135 SOUTH WESTNEDGE AVE,PORTAGE,MI,49002,,,City: Small,
Portage Community High School,2.63E+11,Portage Public Schools,2628950,134,11,12.18,81,9,90,6,31,43,54,0,0.044776119,0.179104478,0.164179104,0,0.514925373,0.097014925,0.567164179,0.432835821,80,Yes,None,City,No,No,No,Yes,Yes,public,1010 WEST MILHAM AVE,PORTAGE,MI,49024,,,City: Small,
Portage Northern High School,2.63E+11,Portage Public Schools,2628950,1289,60.08,21.45,320,31,351,350,334,306,299,0.000775795,0.065942591,0.078355314,0.083785881,0.000775795,0.67261443,0.097750194,0.512800621,0.487199379,990,Yes,None,City,No,No,No,Yes,No,public,1000 IDAHO AVE,PORTAGE,MI,49024,,,City: Small,
Portland High School,2.63E+11,Portland Public Schools,2629120,712,33.34,21.36,182,25,207,165,166,155,226,0.001404494,0.005617978,0.001404494,0.04494382,0,0.922752809,0.023876404,0.505617978,0.494382022,486,Yes,None,Town,No,No,No,Yes,No,public,1100 IONIA RD,PORTLAND,MI,48875,,,Town: Distant,
Posen Consolidated High School,2.63E+11,Posen Consolidated School District NO. 9,2629130,108,7.83,13.79,46,9,55,17,19,21,18,0,0,0.009259259,0,0,0.990740741,0,0.462962963,0.537037037,57,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 187,Posen,MI,49776,,,Rural: Remote,
Potterville High School,2.63E+11,Potterville Public Schools,2629160,243,11.9,20.42,93,13,106,67,63,63,50,0,0.012345679,0.041152263,0.057613169,0,0.87654321,0.012345679,0.50617284,0.49382716,193,Yes,None,Rural,No,Yes,No,Yes,Yes,public,422 NORTH HIGH ST,POTTERVILLE,MI,48876,,,Rural: Fringe,
Presque Isle Academy,2.60E+11,Presque Isle Academy,2600269,30,0.8,37.5,27,0,27,8,5,8,9,0.1,0,0,0,0,0.833333333,0.066666667,0.7,0.3,21,Yes,None,Rural,Yes,Yes,Yes,Yes,No,public,20830 Cedar Street,ONAWAY,MI,49765,,,Rural: Remote,
Quest High School,2.63E+11,North Branch Area Schools,2625680,68,2,34,51,0,51,0,0,28,40,0,0,0,0.058823529,0,0.911764706,0.029411765,0.588235294,0.411764706,28,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 3620,North Branch,MI,48461,,,Rural: Distant,
Quest High School,2.62E+11,Fremont Public School District,2615150,116,4.8,24.17,93,8,101,2,11,,,0.00862069,0,0.060344828,0.051724138,0,0.870689655,0.00862069,0.482758621,0.517241379,13,Yes,None,Rural,No,No,No,Yes,Yes,public,350 CEDAR ST,FREMONT,MI,49412,,,Rural: Fringe,
Quincy High School,2.63E+11,Quincy Community Schools,2629250,373,16,23.31,121,14,135,97,82,102,92,0,0.008042895,0.00536193,0.040214477,0,0.941018767,0.00536193,0.45844504,0.54155496,281,Yes,None,Town,No,No,No,No,†,public,18 COLFAX ST,QUINCY,MI,49082,,,Town: Distant,
Raider Virtual Academy,2.61E+11,Flushing Community Schools,2614550,88,1.08,81.48,47,3,50,11,23,22,32,0.034090909,0.011363636,0.147727273,0.079545455,0,0.681818182,0.045454545,0.454545455,0.545454545,56,Yes,None,Suburban,No,No,No,Yes,Yes,public,5039 DELAND RD,FLUSHING,MI,48433,,,Suburb: Large,
Randolph Career and Technical Center,2.60E+11,Detroit Public Schools Community District,2601103,1,9,0.11,‡,‡,‡,0,1,0,0,0,0,0,0,0,1,0,1,0,1,Yes,None,City,No,No,No,No,†,public,17101 HUBBELL ST,DETROIT,MI,48235,,,City: Large,
Ravenna High School,2.63E+11,Ravenna Public Schools,2629370,335,16.1,20.81,118,24,142,96,84,81,74,0.005970149,0,0.008955224,0.08358209,0,0.88358209,0.017910448,0.465671642,0.534328358,261,Yes,None,Rural,No,No,No,Yes,Yes,public,2766 SOUTH RAVENNA RD,RAVENNA,MI,49451,,,Rural: Distant,
Reading High School,2.63E+11,Reading Community Schools,2629400,311,18.06,17.22,124,23,147,50,55,71,53,0.012861736,0,0.012861736,0.01607717,0,0.945337621,0.012861736,0.549839228,0.450160772,176,Yes,None,Rural,No,Yes,No,Yes,Yes,public,PO Box 330,READING,MI,49274,,,Rural: Distant,
Redford Union High School,2.63E+11,Redford Union Schools District NO. 1,2629460,723,29.4,24.59,496,19,515,199,185,167,172,0.001383126,0.004149378,0.73582296,0.041493776,0,0.156293223,0.060857538,0.571230982,0.428769018,551,Yes,None,Suburban,No,No,No,Yes,Yes,public,17711 Kinloch,Redford,MI,48240,,,Suburb: Large,
Redford Union Virtual Learning,2.63E+11,Redford Union Schools District NO. 1,2629460,78,0,†,63,2,65,18,16,21,,0,0,0.756410256,0.025641026,0,0.153846154,0.064102564,0.551282051,0.448717949,55,Yes,None,Suburban,No,No,No,Yes,Yes,public,17715 BRADY,REDFORD,MI,48240,,,Suburb: Large,
Reed City High School,2.63E+11,Reed City Area Public Schools,2629490,439,21.6,20.32,170,17,187,131,105,100,103,0.004555809,0.002277904,0.002277904,0.01594533,0,0.9476082,0.027334852,0.537585421,0.462414579,336,Yes,None,Rural,No,No,No,No,†,public,225 WEST CHURCH AVE,REED CITY,MI,49677,,,Rural: Distant,
Reese High School,2.63E+11,Reese Public Schools,2629520,275,17.3,15.9,92,14,106,71,68,62,74,0.003636364,0.003636364,0.014545455,0.043636364,0,0.887272727,0.047272727,0.523636364,0.476363636,201,Yes,None,Rural,No,No,No,Yes,No,public,PO Box 389,Reese,MI,48757,,,Rural: Distant,
ReethsPuffer High School,2.63E+11,Reeths-puffer Schools,2629540,1166,56.65,20.58,502,78,580,302,308,286,270,0.001715266,0.005145798,0.050600343,0.047169811,0.000857633,0.863636364,0.030874786,0.509433962,0.490566038,896,Yes,None,Suburban,No,No,No,Yes,Yes,public,1545 N ROBERTS RD,MUSKEGON,MI,49445,,,Suburb: Midsize,
Relevant Academy of Eaton County,2.60E+11,Relevant Academy Of Eaton County,2600982,62,3.64,17.03,40,4,44,2,7,21,32,0,0,0.048387097,0.112903226,0,0.806451613,0.032258065,0.661290323,0.338709677,30,Yes,None,Suburban,Yes,No,Yes,Yes,Yes,public,220 LAMSON ST,GRAND LEDGE,MI,48837,,,Suburb: Large,
Renaissance Alternative High School,2.61E+11,Clarkston Community School District,2609900,166,16.71,9.93,81,5,86,11,32,38,58,0.006024096,0.024096386,0.078313253,0.108433735,0,0.753012048,0.030120482,0.542168675,0.457831325,81,Yes,None,Suburban,No,No,No,Yes,Yes,public,6558 WALDON RD,CLARKSTON,MI,48346,,,Suburb: Large,
Renaissance High School,2.63E+11,Plainwell Community Schools,2628530,75,3.9,19.23,45,4,49,4,11,16,44,0.013333333,0.013333333,0.013333333,0.08,0,0.866666667,0.013333333,0.586666667,0.413333333,31,Yes,None,Town,No,No,No,Yes,Yes,public,798 E BRIDGE ST,PLAINWELL,MI,49080,,,Town: Fringe,
Renaissance High School,2.60E+11,Detroit Public Schools Community District,2601103,1093,59.4,18.4,555,23,578,279,255,287,272,0.000914913,0.003659652,0.985361391,0.005489478,0.000914913,0.002744739,0.000914913,0.339432754,0.660567246,821,Yes,None,City,No,No,No,Yes,Yes,public,6565 WEST OUTER DR,DETROIT,MI,48235,,,City: Large,
Reuther Middle School,2.63E+11,Rochester Community School District,2629940,635,32.4,19.6,174,8,182,0,2,0,,0.003149606,0.245669291,0.070866142,0.069291339,0.001574803,0.581102362,0.028346457,0.507086614,0.492913386,2,Yes,None,Suburban,No,No,No,Yes,No,public,1430 EAST AUBURN RD,ROCHESTER HILLS,MI,48307,,,Suburb: Large,
Richmond Community High School,2.63E+11,Richmond Community Schools,2629670,505,25.59,19.73,128,15,143,140,126,120,119,0.003960396,0.007920792,0.013861386,0.061386139,0.003960396,0.871287129,0.037623762,0.540594059,0.459405941,386,Yes,None,Town,No,No,No,No,†,public,35320 DIVISION RD,RICHMOND,MI,48062,,,Town: Fringe,
River Rouge Alternative Virtual Academy,2.63E+11,River Rouge School District Of The City Of,2629760,139,0,†,110,3,113,24,36,,,0.007194245,0.007194245,0.330935252,0.100719424,0.007194245,0.467625899,0.079136691,0.424460432,0.575539568,60,Yes,None,Suburban,No,No,No,Yes,Yes,public,1460 COOLIDGE HWY,RIVER ROUGE,MI,48218,,,Suburb: Large,
River Rouge High School,2.63E+11,River Rouge School District Of The City Of,2629760,1062,36.6,29.02,862,22,884,297,262,285,218,0,0,0.875706215,0.063088512,0,0.02354049,0.037664783,0.542372881,0.457627119,844,Yes,None,Suburban,No,No,No,Yes,Yes,public,1460 W Coolidge Hwy,River Rouge,MI,48218,,,Suburb: Large,
River Valley Academy,2.63E+11,Rockford Public Schools,2630030,58,6.35,9.13,27,3,30,0,6,14,38,0,0,0.034482759,0.051724138,0,0.862068966,0.051724138,0.568965517,0.431034483,20,Yes,None,Suburban,No,No,No,Yes,Yes,public,350 NORTH MAIN ST,ROCKFORD,MI,49341,,,Suburb: Large,
River Valley MiddleHigh School,2.63E+11,River Valley School District,2629790,287,20,14.35,129,14,143,41,43,37,,0.010452962,0.006968641,0.006968641,0.090592334,0,0.832752613,0.052264808,0.540069686,0.459930314,121,Yes,None,Rural,No,No,No,Yes,Yes,public,15480 THREE OAKS RD,THREE OAKS,MI,49128,,,Rural: Distant,
Riverside Academy,2.61E+11,Dundee Community Schools,2612300,62,1.56,39.74,43,1,44,2,11,15,34,0,0,0.032258065,0.016129032,0,0.951612903,0,0.435483871,0.564516129,28,Yes,None,Town,No,No,No,Yes,Yes,public,445 TOLEDO ST,DUNDEE,MI,48131,,,Town: Fringe,
Riverside Academy West Campus,2.60E+11,Riverside Academy,2600291,439,27.75,15.82,439,0,439,72,67,59,,0,0,0.097949886,0.013667426,0.002277904,0.883826879,0.002277904,0.551252847,0.448747153,198,Yes,None,City,Yes,No,Yes,Yes,Yes,public,6409 SCHAEFER RD,DEARBORN,MI,48126,,,City: Midsize,
Riverview Community High School,2.63E+11,Riverview Community School District,2629910,854,36.06,23.68,294,17,311,234,213,208,199,0.003512881,0.022248244,0.05971897,0.105386417,0,0.795081967,0.014051522,0.50234192,0.49765808,655,Yes,None,Suburban,No,No,No,No,†,public,12431 LONGSDORF ST,RIVERVIEW,MI,48193,,,Suburb: Large,
Riverview East High School,2.61E+11,East China School District,2612420,60,2.39,25.1,30,3,33,0,3,15,42,0,0.016666667,0,0.016666667,0,0.95,0.016666667,0.7,0.3,18,Yes,None,Suburban,No,Yes,No,Yes,Yes,public,6373 KING RD,MARINE CITY,MI,48039,,,Suburb: Small,
Robichaud Senior High School,2.61E+11,Westwood Community School District,2611640,338,23.8,14.2,286,4,290,146,82,49,61,0.00295858,0.00887574,0.813609467,0.032544379,0,0.133136095,0.00887574,0.5,0.5,277,Yes,None,Suburban,No,No,No,Yes,Yes,public,3601 JANET ST,DEARBORN HEIGHTS,MI,48125,,,Suburb: Large,
Rochester Adams High School,2.63E+11,Rochester Community School District,2629940,1522,65.84,23.12,101,7,108,382,356,403,381,0.00131406,0.14717477,0.036793693,0.060446781,0.00131406,0.720762155,0.032194481,0.514454665,0.485545335,1141,Yes,None,Suburban,No,No,No,No,†,public,3200 WEST TIENKEN RD,ROCHESTER HILLS,MI,48306,,,Suburb: Large,
Rochester High School,2.63E+11,Rochester Community School District,2629940,1712,78.14,21.91,360,34,394,429,398,413,429,0.000584112,0.153037383,0.052570093,0.07067757,0.000584112,0.688084112,0.034462617,0.5,0.5,1240,Yes,None,Suburban,No,No,No,Yes,No,public,180 SOUTH LIVERNOIS RD,ROCHESTER HILLS,MI,48307,,,Suburb: Large,
Rockford High School,2.63E+11,Rockford Public Schools,2630030,1818,102.36,17.76,193,14,207,6,613,610,589,0.00110011,0.01650165,0.00440044,0.051705171,0,0.883388339,0.04290429,0.50440044,0.49559956,1229,Yes,None,Suburban,No,No,No,No,†,public,4100 KROES ST NE,ROCKFORD,MI,49341,,,Suburb: Large,
Rockford HS Freshman Center,2.63E+11,Rockford Public Schools,2630030,606,37.03,16.37,92,11,103,606,0,0,0,0.00330033,0.008250825,0.008250825,0.069306931,0.001650165,0.864686469,0.044554455,0.495049505,0.504950495,606,Yes,None,Suburban,No,No,No,No,†,public,4500 KROES ST NE,ROCKFORD,MI,49341,,,Suburb: Large,
Rogers City High School,2.63E+11,Rogers City Area Schools,2630060,275,17.98,15.29,135,25,160,51,41,48,,0,0.003636364,0.003636364,0.032727273,0,0.952727273,0.007272727,0.509090909,0.490909091,140,Yes,None,Town,No,No,No,Yes,Yes,public,1033 W HURON AVE,ROGERS CITY,MI,49779,,,Town: Remote,
Romeo High School,2.63E+11,Romeo Community Schools,2630090,1640,84.95,19.31,297,32,329,394,410,420,416,0.001829268,0.009756098,0.015243902,0.088414634,0,0.862195122,0.022560976,0.499390244,0.500609756,1224,Yes,None,Suburban,No,No,No,No,†,public,62300 JEWELL RD,WASHINGTON,MI,48094,,,Suburb: Large,
Romulus Senior High School,2.63E+11,Romulus Community Schools,2630120,651,31.5,20.67,407,13,420,172,153,157,169,0.003072197,0.00921659,0.755760369,0.041474654,0,0.150537634,0.039938556,0.523809524,0.476190476,482,Yes,None,Suburban,No,Yes,No,Yes,Yes,public,9650 WAYNE RD,ROMULUS,MI,48174,,,Suburb: Large,
Roosevelt High School,2.64E+11,Wyandotte School District Of The City Of,2636540,1349,66,20.44,584,65,649,443,338,321,247,0.008895478,0.00222387,0.034099333,0.131949592,0.003706449,0.782802076,0.036323202,0.514455152,0.485544848,1102,Yes,None,Suburban,No,No,No,Yes,Yes,public,540 EUREKA,WYANDOTTE,MI,48192,,,Suburb: Large,
Roscommon High School,2.62E+11,Roscommon Area Public Schools,2615830,362,20.54,17.62,157,10,167,64,89,63,69,0.005524862,0.011049724,0.005524862,0.022099448,0,0.936464088,0.019337017,0.513812155,0.486187845,216,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 825,ROSCOMMON,MI,48653,,,Rural: Distant,
Roseville High School,2.63E+11,Roseville Community Schools,2630210,1230,59.6,20.64,797,56,853,332,293,325,280,0.003252033,0.015447154,0.42601626,0.02195122,0.001626016,0.464227642,0.067479675,0.550406504,0.449593496,950,Yes,None,Suburban,No,No,No,Yes,Yes,public,17855 COMMON RD,ROSEVILLE,MI,48066,,,Suburb: Large,
Royal Oak High School,2.63E+11,Royal Oak Schools,2630300,1392,118.6,11.74,313,28,341,340,365,323,364,0.002873563,0.021551724,0.083333333,0.046695402,0.001436782,0.780890805,0.063218391,0.489942529,0.510057471,1028,Yes,None,Suburban,No,No,No,No,†,public,1500 LEXINGTON BLVD,ROYAL OAK,MI,48073,,,Suburb: Large,
Saginaw Arts and Sciences Academy,2.63E+11,Saginaw School District Of The City Of,2630390,412,29,14.21,136,16,152,67,60,43,,0,0.155339806,0.247572816,0.072815534,0.004854369,0.509708738,0.009708738,0.434466019,0.565533981,170,Yes,None,City,No,Yes,No,No,†,public,1903 N NIAGRA ST,SAGINAW,MI,48602,,,City: Small,
Saginaw County Juvenile Center,2.68E+11,Saginaw Isd,2680930,15,4,3.75,12,0,12,2,,,,0,0,0.733333333,0,0,0.266666667,0,0.866666667,0.133333333,2,Yes,None,Suburban,No,No,No,No,†,public,3360 HOSPITAL RD,SAGINAW,MI,48603,,,Suburb: Midsize,
Saginaw Covenant Academy,2.60E+11,Saginaw Covenant Academy,2601106,102,7,14.57,102,0,102,30,33,25,14,0,0,0.588235294,0.176470588,0,0.156862745,0.078431373,0.470588235,0.529411765,88,Yes,None,City,Yes,No,Yes,Yes,Yes,public,508 S WASHINGTON AVE,SAGINAW,MI,48607,,,City: Small,
Saginaw High School,2.63E+11,Saginaw School District Of The City Of,2630390,413,28,14.75,353,9,362,118,103,84,105,0.002421308,0,0.895883777,0.04842615,0.014527845,0.02905569,0.00968523,0.556900726,0.443099274,305,Yes,None,City,No,No,No,Yes,Yes,public,3100 WEBBER ST,SAGINAW,MI,48601,,,City: Small,
Salem High School,2.63E+11,Plymouth-canton Community Schools,2628560,1941,95.1,20.41,356,28,384,477,487,479,,0.004121587,0.194229778,0.097887687,0.048428645,0,0.608964451,0.046367852,0.511591963,0.488408037,1443,Yes,None,Suburban,No,Yes,No,No,†,public,46181 JOY RD,CANTON,MI,48187,,,Suburb: Large,
Saline Alternative High School,2.63E+11,Saline Area Schools,2630660,42,1,42,16,2,18,0,10,16,16,0,0,0.071428571,0.047619048,0,0.761904762,0.119047619,0.547619048,0.452380952,26,Yes,None,Suburban,No,No,No,Yes,No,public,7265 N ANN ARBOR ST,SALINE,MI,48176,,,Suburb: Large,
Saline High School,2.63E+11,Saline Area Schools,2630660,1666,88.75,18.77,157,19,176,426,409,398,433,0.007202881,0.052220888,0.014405762,0.030612245,0.00060024,0.851740696,0.043217287,0.520408163,0.479591837,1233,Yes,None,Suburban,No,No,No,No,†,public,1300 CAMPUS PKWY,SALINE,MI,48176,,,Suburb: Large,
Sand Creek High School,2.63E+11,Sand Creek Community Schools,2630780,444,24.05,18.46,177,18,195,64,62,75,,0,0.006756757,0.002252252,0.065315315,0,0.90990991,0.015765766,0.522522523,0.477477477,201,Yes,None,Rural,No,No,No,Yes,Yes,public,6518 SAND CREEK HWY,SAND CREEK,MI,49279,,,Rural: Distant,
Sandusky JuniorSenior High School,2.63E+11,Sandusky Community School District,2630840,470,20.51,22.92,173,22,195,90,72,74,77,0.006382979,0.008510638,0,0.05106383,0,0.931914894,0.00212766,0.465957447,0.534042553,236,Yes,None,Town,No,No,No,No,†,public,191 PINE TREE LN,SANDUSKY,MI,48471,,,Town: Distant,
