teamName,teamId,team_record_count,playoff_games_played,playoff_W,playoff_L,playoff_runs_scored_total,playoff_runs_allowed_total,regular_season_games_played,regular_season_W,regular_season_L,regular_season_runs_scored_total,regular_season_runs_allowed_total,home_games_played,home_W,home_L,home_runs_scored_total,home_runs_allowed_total,away_games_played,away_W,away_L,away_runs_scored_total,away_runs_allowed_total,playoff_win_pct,regular_season_win_pct,home_win_pct,away_win_pct,playoff_run_diff_total,regular_season_run_diff_total,home_run_diff_total,away_run_diff_total,playoff_run_diff_mean,regular_season_run_diff_mean,home_run_diff_mean,away_run_diff_mean,playoff_run_diff_per_game,regular_season_run_diff_per_game,home_run_diff_per_game,away_run_diff_per_game,playoff_W_per_year,playoff_L_per_year
Deckerville,95896,10,14,4.0,10.0,46.0,84.0,53.0,14.0,38.0,268.0,413.0,14.0,5.0,9.0,86.0,91.0,39.0,9.0,29.0,182.0,322.0,0.2857142857142857,0.2641509433962264,0.35714285714285715,0.23076923076923078,-38.0,-145.0,-5.0,-140.0,-2.7142857142857144,-2.7358490566037736,-0.35714285714285715,-3.58974358974359,-2.7142857142857144,-2.7358490566037736,-0.35714285714285715,-3.58974358974359,0.4,1.0
Delton Kellogg,95732,10,20,10.0,10.0,97.0,161.0,108.0,31.0,77.0,369.0,932.0,50.0,15.0,35.0,159.0,421.0,58.0,16.0,42.0,210.0,511.0,0.5,0.28703703703703703,0.3,0.27586206896551724,-64.0,-563.0,-262.0,-301.0,-3.2,-5.212962962962963,-5.24,-5.189655172413793,-3.2,-5.212962962962963,-5.24,-5.189655172413793,1.0,1.0
Detroit Academy of the Americas,2714909,1,1,0.0,1.0,1.0,15.0,15.0,14.0,1.0,167.0,50.0,10.0,10.0,0.0,133.0,31.0,5.0,4.0,1.0,34.0,19.0,0.0,0.9333333333333333,1.0,0.8,-14.0,117.0,102.0,15.0,-14.0,7.8,10.2,3.0,-14.0,7.8,10.2,3.0,0.0,1.0
Detroit Cass Tech,96022,10,13,3.0,10.0,39.0,102.0,55.0,31.0,24.0,539.0,326.0,11.0,6.0,5.0,96.0,57.0,44.0,25.0,19.0,443.0,269.0,0.23076923076923078,0.5636363636363636,0.5454545454545454,0.5681818181818182,-63.0,213.0,39.0,174.0,-4.846153846153846,3.8727272727272726,3.5454545454545454,3.9545454545454546,-4.846153846153846,3.8727272727272726,3.5454545454545454,3.9545454545454546,0.3,1.0
Detroit Catholic Central,96002,10,31,21.0,10.0,161.0,115.0,225.0,111.0,113.0,995.0,1026.0,116.0,61.0,54.0,508.0,525.0,109.0,50.0,59.0,487.0,501.0,0.6774193548387096,0.49333333333333335,0.5258620689655172,0.45871559633027525,46.0,-31.0,-17.0,-14.0,1.4838709677419355,-0.13777777777777778,-0.14655172413793102,-0.12844036697247707,1.4838709677419355,-0.13777777777777778,-0.14655172413793102,-0.12844036697247707,2.1,1.0
Detroit Central,642744,7,11,4.0,7.0,88.0,118.0,37.0,14.0,23.0,211.0,333.0,19.0,9.0,10.0,133.0,193.0,18.0,5.0,13.0,78.0,140.0,0.36363636363636365,0.3783783783783784,0.47368421052631576,0.2777777777777778,-30.0,-122.0,-60.0,-62.0,-2.727272727272727,-3.2972972972972974,-3.1578947368421053,-3.4444444444444446,-2.727272727272727,-3.2972972972972974,-3.1578947368421053,-3.4444444444444446,0.5714285714285714,1.0
Detroit Cesar Chavez Academy,96056,7,13,6.0,7.0,88.0,98.0,67.0,18.0,49.0,296.0,585.0,25.0,8.0,17.0,145.0,247.0,42.0,10.0,32.0,151.0,338.0,0.46153846153846156,0.26865671641791045,0.32,0.23809523809523808,-10.0,-289.0,-102.0,-187.0,-0.7692307692307693,-4.313432835820896,-4.08,-4.4523809523809526,-0.7692307692307693,-4.313432835820896,-4.08,-4.4523809523809526,0.8571428571428571,1.0
Detroit Cody,408188,7,7,0.0,7.0,6.0,81.0,17.0,1.0,16.0,63.0,226.0,9.0,0.0,9.0,27.0,108.0,8.0,1.0,7.0,36.0,118.0,0.0,0.058823529411764705,0.0,0.125,-75.0,-163.0,-81.0,-82.0,-10.714285714285714,-9.588235294117647,-9.0,-10.25,-10.714285714285714,-9.588235294117647,-9.0,-10.25,0.0,1.0
Detroit Collegiate Prep,2106537,2,4,2.0,2.0,29.0,34.0,3.0,1.0,2.0,7.0,23.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0,23.0,0.5,0.3333333333333333,1.0,0.0,-5.0,-16.0,1.0,-17.0,-1.25,-5.333333333333333,1.0,-8.5,-1.25,-5.333333333333333,1.0,-8.5,1.0,1.0
Detroit Communication Media Arts,408210,8,10,2.0,8.0,50.0,85.0,48.0,29.0,18.0,331.0,257.0,22.0,12.0,9.0,158.0,126.0,26.0,17.0,9.0,173.0,131.0,0.2,0.6041666666666666,0.5454545454545454,0.6538461538461539,-35.0,74.0,32.0,42.0,-3.5,1.5416666666666667,1.4545454545454546,1.6153846153846154,-3.5,1.5416666666666667,1.4545454545454546,1.6153846153846154,0.25,1.0
Detroit Community,409497,4,5,1.0,4.0,46.0,84.0,13.0,0.0,13.0,65.0,207.0,6.0,0.0,6.0,35.0,89.0,7.0,0.0,7.0,30.0,118.0,0.2,0.0,0.0,0.0,-38.0,-142.0,-54.0,-88.0,-7.6,-10.923076923076923,-9.0,-12.571428571428571,-7.6,-10.923076923076923,-9.0,-12.571428571428571,0.25,1.0
Detroit Consortium,409500,3,9,6.0,3.0,65.0,42.0,35.0,15.0,20.0,226.0,224.0,6.0,5.0,1.0,61.0,24.0,29.0,10.0,19.0,165.0,200.0,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.3448275862068966,23.0,2.0,37.0,-35.0,2.5555555555555554,0.05714285714285714,6.166666666666667,-1.206896551724138,2.5555555555555554,0.05714285714285714,6.166666666666667,-1.206896551724138,2.0,1.0
Detroit Country Day,95953,10,24,14.0,10.0,136.0,120.0,116.0,72.0,43.0,859.0,669.0,68.0,49.0,18.0,550.0,343.0,48.0,23.0,25.0,309.0,326.0,0.5833333333333334,0.6206896551724138,0.7205882352941176,0.4791666666666667,16.0,190.0,207.0,-17.0,0.6666666666666666,1.6379310344827587,3.0441176470588234,-0.3541666666666667,0.6666666666666666,1.6379310344827587,3.0441176470588234,-0.3541666666666667,1.4,1.0
Detroit Cristo Rey,1890886,6,9,3.0,6.0,47.0,109.0,110.0,38.0,69.0,459.0,842.0,57.0,26.0,31.0,280.0,405.0,53.0,12.0,38.0,179.0,437.0,0.3333333333333333,0.34545454545454546,0.45614035087719296,0.22641509433962265,-62.0,-383.0,-125.0,-258.0,-6.888888888888889,-3.481818181818182,-2.192982456140351,-4.867924528301887,-6.888888888888889,-3.481818181818182,-2.192982456140351,-4.867924528301887,0.5,1.0
Detroit Davis Aerospace,2123195,3,3,0.0,3.0,0.0,23.0,7.0,0.0,7.0,16.0,37.0,3.0,0.0,3.0,7.0,18.0,4.0,0.0,4.0,9.0,19.0,0.0,0.0,0.0,0.0,-23.0,-21.0,-11.0,-10.0,-7.666666666666667,-3.0,-3.6666666666666665,-2.5,-7.666666666666667,-3.0,-3.6666666666666665,-2.5,0.0,1.0
Detroit Delta Prep,1890855,2,3,1.0,2.0,16.0,41.0,4.0,2.0,2.0,38.0,42.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,38.0,42.0,0.3333333333333333,0.5,,0.5,-25.0,-4.0,0.0,-4.0,-8.333333333333334,-1.0,,-1.0,-8.333333333333334,-1.0,,-1.0,0.5,1.0
Detroit Denby,95934,8,9,1.0,8.0,50.0,119.0,23.0,4.0,19.0,102.0,283.0,12.0,2.0,10.0,57.0,168.0,11.0,2.0,9.0,45.0,115.0,0.1111111111111111,0.17391304347826086,0.16666666666666666,0.18181818181818182,-69.0,-181.0,-111.0,-70.0,-7.666666666666667,-7.869565217391305,-9.25,-6.363636363636363,-7.666666666666667,-7.869565217391305,-9.25,-6.363636363636363,0.125,1.0
Detroit East English,495116,6,7,1.0,6.0,23.0,80.0,33.0,24.0,8.0,272.0,147.0,18.0,13.0,5.0,123.0,83.0,15.0,11.0,3.0,149.0,64.0,0.14285714285714285,0.7272727272727273,0.7222222222222222,0.7333333333333333,-57.0,125.0,40.0,85.0,-8.142857142857142,3.787878787878788,2.2222222222222223,5.666666666666667,-8.142857142857142,3.787878787878788,2.2222222222222223,5.666666666666667,0.16666666666666666,1.0
Detroit Edison,2165527,4,15,11.0,4.0,117.0,33.0,82.0,63.0,19.0,754.0,289.0,16.0,12.0,4.0,165.0,47.0,66.0,51.0,15.0,589.0,242.0,0.7333333333333333,0.7682926829268293,0.75,0.7727272727272727,84.0,465.0,118.0,347.0,5.6,5.670731707317073,7.375,5.257575757575758,5.6,5.670731707317073,7.375,5.257575757575758,2.75,1.0
Detroit Edison Public School Academy,409496,5,13,8.0,5.0,104.0,74.0,25.0,11.0,14.0,175.0,189.0,7.0,6.0,1.0,61.0,35.0,18.0,5.0,13.0,114.0,154.0,0.6153846153846154,0.44,0.8571428571428571,0.2777777777777778,30.0,-14.0,26.0,-40.0,2.3076923076923075,-0.56,3.7142857142857144,-2.2222222222222223,2.3076923076923075,-0.56,3.7142857142857144,-2.2222222222222223,1.6,1.0
Detroit Henry Ford,96029,9,10,1.0,9.0,27.0,132.0,28.0,10.0,18.0,204.0,295.0,16.0,7.0,9.0,127.0,164.0,12.0,3.0,9.0,77.0,131.0,0.1,0.35714285714285715,0.4375,0.25,-105.0,-91.0,-37.0,-54.0,-10.5,-3.25,-2.3125,-4.5,-10.5,-3.25,-2.3125,-4.5,0.1111111111111111,1.0
Detroit Henry Ford Academy Creative,409492,4,3,0.0,4.0,19.0,59.0,24.0,5.0,19.0,78.0,293.0,11.0,2.0,9.0,34.0,140.0,13.0,3.0,10.0,44.0,153.0,0.0,0.20833333333333334,0.18181818181818182,0.23076923076923078,-40.0,-215.0,-106.0,-109.0,-13.333333333333334,-8.958333333333334,-9.636363636363637,-8.384615384615385,-13.333333333333334,-8.958333333333334,-9.636363636363637,-8.384615384615385,0.0,1.0
Detroit Jalen Rose Leadership Academy,2714904,1,1,0.0,1.0,9.0,14.0,5.0,0.0,5.0,34.0,82.0,1.0,0.0,1.0,5.0,19.0,4.0,0.0,4.0,29.0,63.0,0.0,0.0,0.0,0.0,-5.0,-48.0,-14.0,-34.0,-5.0,-9.6,-14.0,-8.5,-5.0,-9.6,-14.0,-8.5,0.0,1.0
Detroit Leadership Academy,2108353,2,2,0.0,2.0,2.0,33.0,6.0,0.0,6.0,5.0,73.0,1.0,0.0,1.0,5.0,14.0,5.0,0.0,5.0,0.0,59.0,0.0,0.0,0.0,0.0,-31.0,-68.0,-9.0,-59.0,-15.5,-11.333333333333334,-9.0,-11.8,-15.5,-11.333333333333334,-9.0,-11.8,0.0,1.0
Detroit Loyola,2665010,2,4,2.0,2.0,27.0,36.0,13.0,2.0,11.0,44.0,133.0,6.0,2.0,4.0,30.0,60.0,7.0,0.0,7.0,14.0,73.0,0.5,0.15384615384615385,0.3333333333333333,0.0,-9.0,-89.0,-30.0,-59.0,-2.25,-6.846153846153846,-5.0,-8.428571428571429,-2.25,-6.846153846153846,-5.0,-8.428571428571429,1.0,1.0
Detroit Martin Luther King,96121,9,19,10.0,9.0,120.0,147.0,54.0,14.0,39.0,262.0,437.0,19.0,9.0,9.0,161.0,109.0,35.0,5.0,30.0,101.0,328.0,0.5263157894736842,0.25925925925925924,0.47368421052631576,0.14285714285714285,-27.0,-175.0,52.0,-227.0,-1.4210526315789473,-3.240740740740741,2.736842105263158,-6.485714285714286,-1.4210526315789473,-3.240740740740741,2.736842105263158,-6.485714285714286,1.1111111111111112,1.0
Detroit Mumford,95728,9,12,3.0,9.0,44.0,121.0,56.0,25.0,30.0,388.0,494.0,29.0,16.0,13.0,231.0,256.0,27.0,9.0,17.0,157.0,238.0,0.25,0.44642857142857145,0.5517241379310345,0.3333333333333333,-77.0,-106.0,-25.0,-81.0,-6.416666666666667,-1.8928571428571428,-0.8620689655172413,-3.0,-6.416666666666667,-1.8928571428571428,-0.8620689655172413,-3.0,0.3333333333333333,1.0
Detroit Northwestern,95999,2,2,0.0,2.0,0.0,15.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,,0.0,-15.0,-12.0,0.0,-12.0,-7.5,-12.0,,-12.0,-7.5,-12.0,,-12.0,0.0,1.0
Detroit Osborn,96132,8,13,5.0,8.0,78.0,107.0,43.0,28.0,15.0,422.0,210.0,19.0,13.0,6.0,154.0,95.0,24.0,15.0,9.0,268.0,115.0,0.38461538461538464,0.6511627906976745,0.6842105263157895,0.625,-29.0,212.0,59.0,153.0,-2.230769230769231,4.930232558139535,3.1052631578947367,6.375,-2.230769230769231,4.930232558139535,3.1052631578947367,6.375,0.625,1.0
Detroit Pershing,407995,6,6,0.0,6.0,30.0,99.0,18.0,6.0,12.0,100.0,205.0,8.0,3.0,5.0,30.0,79.0,10.0,3.0,7.0,70.0,126.0,0.0,0.3333333333333333,0.375,0.3,-69.0,-105.0,-49.0,-56.0,-11.5,-5.833333333333333,-6.125,-5.6,-11.5,-5.833333333333333,-6.125,-5.6,0.0,1.0
Detroit Plymouth Educational Center,1497978,1,2,1.0,1.0,13.0,18.0,2.0,0.0,2.0,10.0,25.0,2.0,0.0,2.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,-5.0,-15.0,-15.0,0.0,-2.5,-7.5,-7.5,,-2.5,-7.5,-7.5,,1.0,1.0
Detroit Renaissance,96086,10,13,3.0,10.0,36.0,118.0,63.0,19.0,43.0,327.0,535.0,15.0,6.0,9.0,77.0,129.0,48.0,13.0,34.0,250.0,406.0,0.23076923076923078,0.30158730158730157,0.4,0.2708333333333333,-82.0,-208.0,-52.0,-156.0,-6.3076923076923075,-3.3015873015873014,-3.466666666666667,-3.25,-6.3076923076923075,-3.3015873015873014,-3.466666666666667,-3.25,0.3,1.0
Detroit Southeastern,95709,5,5,0.0,5.0,0.0,74.0,35.0,16.0,19.0,236.0,307.0,19.0,7.0,12.0,113.0,204.0,16.0,9.0,7.0,123.0,103.0,0.0,0.45714285714285713,0.3684210526315789,0.5625,-74.0,-71.0,-91.0,20.0,-14.8,-2.0285714285714285,-4.7894736842105265,1.25,-14.8,-2.0285714285714285,-4.7894736842105265,1.25,0.0,1.0
Detroit U of D Jesuit,2713326,1,4,3.0,1.0,36.0,8.0,33.0,10.0,23.0,118.0,227.0,12.0,3.0,9.0,47.0,83.0,21.0,7.0,14.0,71.0,144.0,0.75,0.30303030303030304,0.25,0.3333333333333333,28.0,-109.0,-36.0,-73.0,7.0,-3.303030303030303,-3.0,-3.4761904761904763,7.0,-3.303030303030303,-3.0,-3.4761904761904763,3.0,1.0
Detroit U-D Jesuit,95913,9,38,29.0,9.0,315.0,91.0,147.0,59.0,87.0,644.0,869.0,65.0,29.0,35.0,295.0,377.0,82.0,30.0,52.0,349.0,492.0,0.7631578947368421,0.4013605442176871,0.4461538461538462,0.36585365853658536,224.0,-225.0,-82.0,-143.0,5.894736842105263,-1.530612244897959,-1.2615384615384615,-1.7439024390243902,5.894736842105263,-1.530612244897959,-1.2615384615384615,-1.7439024390243902,3.2222222222222223,1.0
Detroit University Prep,1590287,6,9,3.0,6.0,72.0,96.0,64.0,31.0,32.0,463.0,464.0,24.0,14.0,10.0,182.0,166.0,40.0,17.0,22.0,281.0,298.0,0.3333333333333333,0.484375,0.5833333333333334,0.425,-24.0,-1.0,16.0,-17.0,-2.6666666666666665,-0.015625,0.6666666666666666,-0.425,-2.6666666666666665,-0.015625,0.6666666666666666,-0.425,0.5,1.0
Detroit University Prep Art & Design,2165526,1,1,0.0,1.0,8.0,11.0,6.0,0.0,6.0,22.0,78.0,3.0,0.0,3.0,11.0,41.0,3.0,0.0,3.0,11.0,37.0,0.0,0.0,0.0,0.0,-3.0,-56.0,-30.0,-26.0,-3.0,-9.333333333333334,-10.0,-8.666666666666666,-3.0,-9.333333333333334,-10.0,-8.666666666666666,0.0,1.0
Detroit University Prep Science & Math,644313,5,8,3.0,5.0,57.0,75.0,31.0,8.0,23.0,165.0,343.0,13.0,6.0,7.0,105.0,104.0,18.0,2.0,16.0,60.0,239.0,0.375,0.25806451612903225,0.46153846153846156,0.1111111111111111,-18.0,-178.0,1.0,-179.0,-2.25,-5.741935483870968,0.07692307692307693,-9.944444444444445,-2.25,-5.741935483870968,0.07692307692307693,-9.944444444444445,0.6,1.0
Detroit Voyageur,1978519,2,2,0.0,2.0,23.0,38.0,7.0,0.0,7.0,23.0,105.0,3.0,0.0,3.0,9.0,45.0,4.0,0.0,4.0,14.0,60.0,0.0,0.0,0.0,0.0,-15.0,-82.0,-36.0,-46.0,-7.5,-11.714285714285714,-12.0,-11.5,-7.5,-11.714285714285714,-12.0,-11.5,0.0,1.0
Detroit Western,2164173,4,14,10.0,4.0,117.0,25.0,44.0,27.0,17.0,299.0,172.0,18.0,16.0,2.0,179.0,42.0,26.0,11.0,15.0,120.0,130.0,0.7142857142857143,0.6136363636363636,0.8888888888888888,0.4230769230769231,92.0,127.0,137.0,-10.0,6.571428571428571,2.8863636363636362,7.611111111111111,-0.38461538461538464,6.571428571428571,2.8863636363636362,7.611111111111111,-0.38461538461538464,2.5,1.0
Detroit Western International,96192,6,19,13.0,6.0,156.0,56.0,93.0,57.0,35.0,611.0,398.0,40.0,30.0,10.0,292.0,139.0,53.0,27.0,25.0,319.0,259.0,0.6842105263157895,0.6129032258064516,0.75,0.5094339622641509,100.0,213.0,153.0,60.0,5.2631578947368425,2.2903225806451615,3.825,1.1320754716981132,5.2631578947368425,2.2903225806451615,3.825,1.1320754716981132,2.1666666666666665,1.0
Dexter,95780,10,17,7.0,10.0,76.0,66.0,102.0,50.0,51.0,482.0,477.0,53.0,25.0,27.0,209.0,246.0,49.0,25.0,24.0,273.0,231.0,0.4117647058823529,0.49019607843137253,0.4716981132075472,0.5102040816326531,10.0,5.0,-37.0,42.0,0.5882352941176471,0.049019607843137254,-0.6981132075471698,0.8571428571428571,0.5882352941176471,0.049019607843137254,-0.6981132075471698,0.8571428571428571,0.7,1.0
Dowagiac,95979,10,12,2.0,10.0,28.0,74.0,83.0,25.0,56.0,343.0,579.0,47.0,17.0,28.0,227.0,333.0,36.0,8.0,28.0,116.0,246.0,0.16666666666666666,0.30120481927710846,0.3617021276595745,0.2222222222222222,-46.0,-236.0,-106.0,-130.0,-3.8333333333333335,-2.8433734939759034,-2.25531914893617,-3.611111111111111,-3.8333333333333335,-2.8433734939759034,-2.25531914893617,-3.611111111111111,0.2,1.0
Dryden,95826,10,15,5.0,10.0,96.0,74.0,112.0,63.0,47.0,677.0,551.0,51.0,34.0,15.0,362.0,233.0,61.0,29.0,32.0,315.0,318.0,0.3333333333333333,0.5625,0.6666666666666666,0.47540983606557374,22.0,126.0,129.0,-3.0,1.4666666666666666,1.125,2.5294117647058822,-0.04918032786885246,1.4666666666666666,1.125,2.5294117647058822,-0.04918032786885246,0.5,1.0
Dundee,95996,10,20,10.0,10.0,111.0,93.0,89.0,40.0,49.0,444.0,471.0,45.0,18.0,27.0,208.0,254.0,44.0,22.0,22.0,236.0,217.0,0.5,0.449438202247191,0.4,0.5,18.0,-27.0,-46.0,19.0,0.9,-0.30337078651685395,-1.0222222222222221,0.4318181818181818,0.9,-0.30337078651685395,-1.0222222222222221,0.4318181818181818,1.0,1.0
Durand,96046,10,19,9.0,10.0,119.0,129.0,90.0,45.0,45.0,564.0,551.0,44.0,23.0,21.0,314.0,264.0,46.0,22.0,24.0,250.0,287.0,0.47368421052631576,0.5,0.5227272727272727,0.4782608695652174,-10.0,13.0,50.0,-37.0,-0.5263157894736842,0.14444444444444443,1.1363636363636365,-0.8043478260869565,-0.5263157894736842,0.14444444444444443,1.1363636363636365,-0.8043478260869565,0.9,1.0
East Detroit,95764,4,5,1.0,4.0,20.0,60.0,70.0,23.0,47.0,306.0,543.0,37.0,17.0,20.0,192.0,236.0,33.0,6.0,27.0,114.0,307.0,0.2,0.32857142857142857,0.4594594594594595,0.18181818181818182,-40.0,-237.0,-44.0,-193.0,-8.0,-3.3857142857142857,-1.1891891891891893,-5.848484848484849,-8.0,-3.3857142857142857,-1.1891891891891893,-5.848484848484849,0.25,1.0
East Grand Rapids,96265,10,29,19.0,10.0,211.0,134.0,128.0,76.0,51.0,917.0,721.0,73.0,47.0,26.0,561.0,401.0,55.0,29.0,25.0,356.0,320.0,0.6551724137931034,0.59375,0.6438356164383562,0.5272727272727272,77.0,196.0,160.0,36.0,2.6551724137931036,1.53125,2.191780821917808,0.6545454545454545,2.6551724137931036,1.53125,2.191780821917808,0.6545454545454545,1.9,1.0
East Jackson,96190,10,13,3.0,10.0,55.0,80.0,90.0,16.0,71.0,358.0,816.0,41.0,9.0,30.0,178.0,365.0,49.0,7.0,41.0,180.0,451.0,0.23076923076923078,0.17777777777777778,0.21951219512195122,0.14285714285714285,-25.0,-458.0,-187.0,-271.0,-1.9230769230769231,-5.088888888888889,-4.560975609756097,-5.530612244897959,-1.9230769230769231,-5.088888888888889,-4.560975609756097,-5.530612244897959,0.3,1.0
East Jordan,95693,10,20,10.0,10.0,79.0,74.0,101.0,45.0,55.0,507.0,588.0,54.0,29.0,24.0,324.0,271.0,47.0,16.0,31.0,183.0,317.0,0.5,0.44554455445544555,0.5370370370370371,0.3404255319148936,5.0,-81.0,53.0,-134.0,0.25,-0.801980198019802,0.9814814814814815,-2.851063829787234,0.25,-0.801980198019802,0.9814814814814815,-2.851063829787234,1.0,1.0
East Kentwood,96091,10,18,8.0,10.0,99.0,76.0,94.0,27.0,66.0,373.0,672.0,41.0,13.0,27.0,147.0,285.0,53.0,14.0,39.0,226.0,387.0,0.4444444444444444,0.2872340425531915,0.3170731707317073,0.2641509433962264,23.0,-299.0,-138.0,-161.0,1.2777777777777777,-3.1808510638297873,-3.3658536585365852,-3.0377358490566038,1.2777777777777777,-3.1808510638297873,-3.3658536585365852,-3.0377358490566038,0.8,1.0
East Lansing,95940,10,17,7.0,10.0,74.0,78.0,220.0,104.0,112.0,1416.0,1268.0,131.0,62.0,67.0,861.0,799.0,89.0,42.0,45.0,555.0,469.0,0.4117647058823529,0.4727272727272727,0.4732824427480916,0.47191011235955055,-4.0,148.0,62.0,86.0,-0.23529411764705882,0.6727272727272727,0.4732824427480916,0.9662921348314607,-0.23529411764705882,0.6727272727272727,0.4732824427480916,0.9662921348314607,0.7,1.0
Eastpointe,1976824,6,6,0.0,6.0,7.0,66.0,25.0,2.0,23.0,61.0,306.0,11.0,0.0,11.0,30.0,128.0,14.0,2.0,12.0,31.0,178.0,0.0,0.08,0.0,0.14285714285714285,-59.0,-245.0,-98.0,-147.0,-9.833333333333334,-9.8,-8.909090909090908,-10.5,-9.833333333333334,-9.8,-8.909090909090908,-10.5,0.0,1.0
Eaton Rapids,95945,10,27,17.0,10.0,150.0,72.0,270.0,183.0,82.0,1739.0,944.0,134.0,104.0,29.0,845.0,420.0,136.0,79.0,53.0,894.0,524.0,0.6296296296296297,0.6777777777777778,0.7761194029850746,0.5808823529411765,78.0,795.0,425.0,370.0,2.888888888888889,2.9444444444444446,3.171641791044776,2.7205882352941178,2.888888888888889,2.9444444444444446,3.171641791044776,2.7205882352941178,1.7,1.0
Eau Claire,409495,8,9,1.0,8.0,20.0,112.0,50.0,4.0,46.0,135.0,642.0,21.0,3.0,18.0,67.0,276.0,29.0,1.0,28.0,68.0,366.0,0.1111111111111111,0.08,0.14285714285714285,0.034482758620689655,-92.0,-507.0,-209.0,-298.0,-10.222222222222221,-10.14,-9.952380952380953,-10.275862068965518,-10.222222222222221,-10.14,-9.952380952380953,-10.275862068965518,0.125,1.0
