teamName,teamId,team_record_count,playoff_games_played,playoff_W,playoff_L,playoff_runs_scored_total,playoff_runs_allowed_total,regular_season_games_played,regular_season_W,regular_season_L,regular_season_runs_scored_total,regular_season_runs_allowed_total,home_games_played,home_W,home_L,home_runs_scored_total,home_runs_allowed_total,away_games_played,away_W,away_L,away_runs_scored_total,away_runs_allowed_total,playoff_win_pct,regular_season_win_pct,home_win_pct,away_win_pct,playoff_run_diff_total,regular_season_run_diff_total,home_run_diff_total,away_run_diff_total,playoff_run_diff_mean,regular_season_run_diff_mean,home_run_diff_mean,away_run_diff_mean,playoff_run_diff_per_game,regular_season_run_diff_per_game,home_run_diff_per_game,away_run_diff_per_game,playoff_W_per_year,playoff_L_per_year
Saginaw Arthur Hill,96010,9,9,0.0,9.0,40.0,166.0,115.0,7.0,107.0,242.0,1721.0,52.0,5.0,46.0,132.0,852.0,63.0,2.0,61.0,110.0,869.0,0.0,0.06086956521739131,0.09615384615384616,0.031746031746031744,-126.0,-1479.0,-720.0,-759.0,-14.0,-12.860869565217392,-13.846153846153847,-12.047619047619047,-14.0,-12.860869565217392,-13.846153846153847,-12.047619047619047,0.0,1.0
Saginaw Buena Vista,95783,2,2,0.0,2.0,0.0,37.0,8.0,1.0,7.0,13.0,83.0,4.0,1.0,3.0,12.0,51.0,4.0,0.0,4.0,1.0,32.0,0.0,0.125,0.25,0.0,-37.0,-70.0,-39.0,-31.0,-18.5,-8.75,-9.75,-7.75,-18.5,-8.75,-9.75,-7.75,0.0,1.0
Saginaw Heritage,95994,10,17,7.0,10.0,77.0,57.0,244.0,152.0,89.0,1554.0,1048.0,141.0,93.0,47.0,866.0,605.0,103.0,59.0,42.0,688.0,443.0,0.4117647058823529,0.6229508196721312,0.6595744680851063,0.5728155339805825,20.0,506.0,261.0,245.0,1.1764705882352942,2.0737704918032787,1.851063829787234,2.378640776699029,1.1764705882352942,2.0737704918032787,1.851063829787234,2.378640776699029,0.7,1.0
Saginaw Michigan Lutheran Seminary,95874,10,19,9.0,10.0,129.0,100.0,156.0,70.0,82.0,957.0,947.0,71.0,32.0,37.0,445.0,466.0,85.0,38.0,45.0,512.0,481.0,0.47368421052631576,0.44871794871794873,0.4507042253521127,0.4470588235294118,29.0,10.0,-21.0,31.0,1.5263157894736843,0.0641025641025641,-0.29577464788732394,0.36470588235294116,1.5263157894736843,0.0641025641025641,-0.29577464788732394,0.36470588235294116,0.9,1.0
Saginaw Nouvel,96292,10,21,11.0,10.0,97.0,97.0,119.0,42.0,76.0,538.0,801.0,69.0,32.0,36.0,396.0,421.0,50.0,10.0,40.0,142.0,380.0,0.5238095238095238,0.35294117647058826,0.463768115942029,0.2,0.0,-263.0,-25.0,-238.0,0.0,-2.2100840336134455,-0.36231884057971014,-4.76,0.0,-2.2100840336134455,-0.36231884057971014,-4.76,1.1,1.0
Saginaw Swan Valley,95843,10,24,14.0,10.0,179.0,75.0,174.0,112.0,57.0,1093.0,638.0,94.0,65.0,25.0,708.0,308.0,80.0,47.0,32.0,385.0,330.0,0.5833333333333334,0.6436781609195402,0.6914893617021277,0.5875,104.0,455.0,400.0,55.0,4.333333333333333,2.6149425287356323,4.25531914893617,0.6875,4.333333333333333,2.6149425287356323,4.25531914893617,0.6875,1.4,1.0
Saginaw Valley Lutheran,96141,10,24,14.0,10.0,145.0,102.0,132.0,49.0,80.0,647.0,835.0,66.0,26.0,40.0,318.0,387.0,66.0,23.0,40.0,329.0,448.0,0.5833333333333334,0.3712121212121212,0.3939393939393939,0.3484848484848485,43.0,-188.0,-69.0,-119.0,1.7916666666666667,-1.4242424242424243,-1.0454545454545454,-1.803030303030303,1.7916666666666667,-1.4242424242424243,-1.0454545454545454,-1.803030303030303,1.4,1.0
Salem,95921,10,13,3.0,10.0,55.0,63.0,179.0,91.0,88.0,941.0,887.0,90.0,53.0,37.0,502.0,399.0,89.0,38.0,51.0,439.0,488.0,0.23076923076923078,0.5083798882681564,0.5888888888888889,0.42696629213483145,-8.0,54.0,103.0,-49.0,-0.6153846153846154,0.3016759776536313,1.1444444444444444,-0.550561797752809,-0.6153846153846154,0.3016759776536313,1.1444444444444444,-0.550561797752809,0.3,1.0
Saline,96160,10,37,28.0,9.0,236.0,79.0,214.0,155.0,56.0,1521.0,771.0,110.0,83.0,27.0,784.0,357.0,104.0,72.0,29.0,737.0,414.0,0.7567567567567568,0.7242990654205608,0.7545454545454545,0.6923076923076923,157.0,750.0,427.0,323.0,4.243243243243243,3.5046728971962615,3.881818181818182,3.105769230769231,4.243243243243243,3.5046728971962615,3.881818181818182,3.105769230769231,2.8,0.9
Sand Creek,95768,10,15,5.0,10.0,65.0,99.0,121.0,56.0,65.0,761.0,751.0,64.0,33.0,31.0,435.0,376.0,57.0,23.0,34.0,326.0,375.0,0.3333333333333333,0.4628099173553719,0.515625,0.40350877192982454,-34.0,10.0,59.0,-49.0,-2.2666666666666666,0.08264462809917356,0.921875,-0.8596491228070176,-2.2666666666666666,0.08264462809917356,0.921875,-0.8596491228070176,0.5,1.0
Sandusky,96232,10,13,3.0,10.0,45.0,95.0,95.0,40.0,55.0,491.0,576.0,36.0,21.0,15.0,224.0,185.0,59.0,19.0,40.0,267.0,391.0,0.23076923076923078,0.42105263157894735,0.5833333333333334,0.3220338983050847,-50.0,-85.0,39.0,-124.0,-3.8461538461538463,-0.8947368421052632,1.0833333333333333,-2.1016949152542375,-3.8461538461538463,-0.8947368421052632,1.0833333333333333,-2.1016949152542375,0.3,1.0
Sanford Meridian,2164120,4,4,0.0,4.0,6.0,25.0,42.0,17.0,25.0,261.0,248.0,22.0,10.0,12.0,150.0,134.0,20.0,7.0,13.0,111.0,114.0,0.0,0.40476190476190477,0.45454545454545453,0.35,-19.0,13.0,16.0,-3.0,-4.75,0.30952380952380953,0.7272727272727273,-0.15,-4.75,0.30952380952380953,0.7272727272727273,-0.15,0.0,1.0
Sanford Meridian Early College,96106,6,15,9.0,6.0,85.0,70.0,57.0,38.0,17.0,442.0,207.0,27.0,19.0,8.0,215.0,95.0,30.0,19.0,9.0,227.0,112.0,0.6,0.6666666666666666,0.7037037037037037,0.6333333333333333,15.0,235.0,120.0,115.0,1.0,4.12280701754386,4.444444444444445,3.8333333333333335,1.0,4.12280701754386,4.444444444444445,3.8333333333333335,1.5,1.0
Saranac,96050,10,14,4.0,10.0,56.0,94.0,86.0,27.0,58.0,372.0,627.0,44.0,15.0,29.0,210.0,328.0,42.0,12.0,29.0,162.0,299.0,0.2857142857142857,0.313953488372093,0.3409090909090909,0.2857142857142857,-38.0,-255.0,-118.0,-137.0,-2.7142857142857144,-2.9651162790697674,-2.6818181818181817,-3.261904761904762,-2.7142857142857144,-2.9651162790697674,-2.6818181818181817,-3.261904761904762,0.4,1.0
Saugatuck,95856,10,20,10.0,10.0,103.0,112.0,85.0,22.0,63.0,364.0,778.0,41.0,10.0,31.0,171.0,374.0,44.0,12.0,32.0,193.0,404.0,0.5,0.25882352941176473,0.24390243902439024,0.2727272727272727,-9.0,-414.0,-203.0,-211.0,-0.45,-4.870588235294117,-4.951219512195122,-4.795454545454546,-0.45,-4.870588235294117,-4.951219512195122,-4.795454545454546,1.0,1.0
Sault Ste Marie,96272,10,25,15.0,10.0,109.0,98.0,71.0,22.0,49.0,359.0,500.0,20.0,11.0,9.0,143.0,99.0,51.0,11.0,40.0,216.0,401.0,0.6,0.30985915492957744,0.55,0.21568627450980393,11.0,-141.0,44.0,-185.0,0.44,-1.9859154929577465,2.2,-3.627450980392157,0.44,-1.9859154929577465,2.2,-3.627450980392157,1.5,1.0
Schoolcraft,95931,10,33,23.0,10.0,234.0,116.0,133.0,69.0,60.0,831.0,738.0,55.0,30.0,24.0,357.0,319.0,78.0,39.0,36.0,474.0,419.0,0.696969696969697,0.518796992481203,0.5454545454545454,0.5,118.0,93.0,38.0,55.0,3.5757575757575757,0.6992481203007519,0.6909090909090909,0.7051282051282052,3.5757575757575757,0.6992481203007519,0.6909090909090909,0.7051282051282052,2.3,1.0
Shelby,95757,10,21,11.0,10.0,73.0,129.0,113.0,41.0,71.0,568.0,700.0,59.0,25.0,33.0,290.0,354.0,54.0,16.0,38.0,278.0,346.0,0.5238095238095238,0.36283185840707965,0.423728813559322,0.2962962962962963,-56.0,-132.0,-64.0,-68.0,-2.6666666666666665,-1.168141592920354,-1.0847457627118644,-1.2592592592592593,-2.6666666666666665,-1.168141592920354,-1.0847457627118644,-1.2592592592592593,1.1,1.0
Shepherd,95688,10,25,15.0,10.0,132.0,86.0,137.0,74.0,61.0,960.0,760.0,79.0,46.0,32.0,624.0,423.0,58.0,28.0,29.0,336.0,337.0,0.6,0.5401459854014599,0.5822784810126582,0.4827586206896552,46.0,200.0,201.0,-1.0,1.84,1.4598540145985401,2.5443037974683542,-0.017241379310344827,1.84,1.4598540145985401,2.5443037974683542,-0.017241379310344827,1.5,1.0
South Haven,96174,10,17,7.0,10.0,68.0,103.0,114.0,57.0,57.0,638.0,605.0,57.0,30.0,27.0,333.0,322.0,57.0,27.0,30.0,305.0,283.0,0.4117647058823529,0.5,0.5263157894736842,0.47368421052631576,-35.0,33.0,11.0,22.0,-2.0588235294117645,0.2894736842105263,0.19298245614035087,0.38596491228070173,-2.0588235294117645,0.2894736842105263,0.19298245614035087,0.38596491228070173,0.7,1.0
South Lyon,96136,10,12,2.0,10.0,24.0,56.0,180.0,74.0,103.0,857.0,1053.0,86.0,42.0,42.0,403.0,479.0,94.0,32.0,61.0,454.0,574.0,0.16666666666666666,0.4111111111111111,0.4883720930232558,0.3404255319148936,-32.0,-196.0,-76.0,-120.0,-2.6666666666666665,-1.0888888888888888,-0.8837209302325582,-1.2765957446808511,-2.6666666666666665,-1.0888888888888888,-0.8837209302325582,-1.2765957446808511,0.2,1.0
South Lyon East,96318,10,22,12.0,10.0,136.0,79.0,152.0,48.0,101.0,654.0,978.0,83.0,27.0,54.0,355.0,550.0,69.0,21.0,47.0,299.0,428.0,0.5454545454545454,0.3157894736842105,0.3253012048192771,0.30434782608695654,57.0,-324.0,-195.0,-129.0,2.590909090909091,-2.1315789473684212,-2.3493975903614457,-1.8695652173913044,2.590909090909091,-2.1315789473684212,-2.3493975903614457,-1.8695652173913044,1.2,1.0
Southfield,96115,4,10,6.0,4.0,63.0,37.0,61.0,22.0,37.0,341.0,453.0,29.0,13.0,15.0,180.0,224.0,32.0,9.0,22.0,161.0,229.0,0.6,0.36065573770491804,0.4482758620689655,0.28125,26.0,-112.0,-44.0,-68.0,2.6,-1.8360655737704918,-1.5172413793103448,-2.125,2.6,-1.8360655737704918,-1.5172413793103448,-2.125,1.5,1.0
Southfield Arts & Technology,2000105,6,9,3.0,6.0,48.0,77.0,51.0,12.0,39.0,266.0,469.0,17.0,5.0,12.0,100.0,175.0,34.0,7.0,27.0,166.0,294.0,0.3333333333333333,0.23529411764705882,0.29411764705882354,0.20588235294117646,-29.0,-203.0,-75.0,-128.0,-3.2222222222222223,-3.980392156862745,-4.411764705882353,-3.764705882352941,-3.2222222222222223,-3.980392156862745,-4.411764705882353,-3.764705882352941,0.5,1.0
Southfield Christian,95868,10,15,5.0,10.0,71.0,105.0,142.0,51.0,91.0,814.0,1154.0,74.0,29.0,45.0,398.0,581.0,68.0,22.0,46.0,416.0,573.0,0.3333333333333333,0.3591549295774648,0.3918918918918919,0.3235294117647059,-34.0,-340.0,-183.0,-157.0,-2.2666666666666666,-2.3943661971830985,-2.472972972972973,-2.3088235294117645,-2.2666666666666666,-2.3943661971830985,-2.472972972972973,-2.3088235294117645,0.5,1.0
Southfield-Lathrup,96227,4,5,1.0,4.0,18.0,50.0,97.0,59.0,37.0,834.0,564.0,50.0,35.0,14.0,452.0,237.0,47.0,24.0,23.0,382.0,327.0,0.2,0.6082474226804123,0.7,0.5106382978723404,-32.0,270.0,215.0,55.0,-6.4,2.783505154639175,4.3,1.1702127659574468,-6.4,2.783505154639175,4.3,1.1702127659574468,0.25,1.0
Southgate Anderson,96269,10,17,7.0,10.0,60.0,74.0,74.0,39.0,35.0,397.0,353.0,28.0,17.0,11.0,177.0,123.0,46.0,22.0,24.0,220.0,230.0,0.4117647058823529,0.527027027027027,0.6071428571428571,0.4782608695652174,-14.0,44.0,54.0,-10.0,-0.8235294117647058,0.5945945945945946,1.9285714285714286,-0.21739130434782608,-0.8235294117647058,0.5945945945945946,1.9285714285714286,-0.21739130434782608,0.7,1.0
Sparta,96107,10,20,10.0,10.0,115.0,105.0,111.0,41.0,68.0,599.0,674.0,50.0,16.0,33.0,244.0,347.0,61.0,25.0,35.0,355.0,327.0,0.5,0.36936936936936937,0.32,0.4098360655737705,10.0,-75.0,-103.0,28.0,0.5,-0.6756756756756757,-2.06,0.45901639344262296,0.5,-0.6756756756756757,-2.06,0.45901639344262296,1.0,1.0
Spring Lake,96005,10,26,16.0,10.0,130.0,105.0,80.0,30.0,50.0,377.0,391.0,39.0,17.0,22.0,237.0,191.0,41.0,13.0,28.0,140.0,200.0,0.6153846153846154,0.375,0.4358974358974359,0.3170731707317073,25.0,-14.0,46.0,-60.0,0.9615384615384616,-0.175,1.1794871794871795,-1.4634146341463414,0.9615384615384616,-0.175,1.1794871794871795,-1.4634146341463414,1.6,1.0
Springport,96210,10,13,3.0,10.0,51.0,101.0,71.0,10.0,60.0,262.0,708.0,34.0,4.0,29.0,115.0,341.0,37.0,6.0,31.0,147.0,367.0,0.23076923076923078,0.14084507042253522,0.11764705882352941,0.16216216216216217,-50.0,-446.0,-226.0,-220.0,-3.8461538461538463,-6.28169014084507,-6.647058823529412,-5.945945945945946,-3.8461538461538463,-6.28169014084507,-6.647058823529412,-5.945945945945946,0.3,1.0
St Charles,96049,10,19,9.0,10.0,74.0,104.0,82.0,24.0,57.0,344.0,631.0,39.0,8.0,31.0,139.0,297.0,43.0,16.0,26.0,205.0,334.0,0.47368421052631576,0.2926829268292683,0.20512820512820512,0.37209302325581395,-30.0,-287.0,-158.0,-129.0,-1.5789473684210527,-3.5,-4.051282051282051,-3.0,-1.5789473684210527,-3.5,-4.051282051282051,-3.0,0.9,1.0
St Clair,95841,10,28,19.0,9.0,138.0,71.0,208.0,136.0,72.0,1268.0,796.0,97.0,68.0,29.0,610.0,359.0,111.0,68.0,43.0,658.0,437.0,0.6785714285714286,0.6538461538461539,0.7010309278350515,0.6126126126126126,67.0,472.0,251.0,221.0,2.392857142857143,2.269230769230769,2.5876288659793816,1.990990990990991,2.392857142857143,2.269230769230769,2.5876288659793816,1.990990990990991,1.9,0.9
St Clair Shores Lake Shore,96195,10,14,4.0,10.0,52.0,87.0,142.0,55.0,87.0,726.0,999.0,75.0,32.0,43.0,403.0,516.0,67.0,23.0,44.0,323.0,483.0,0.2857142857142857,0.3873239436619718,0.4266666666666667,0.34328358208955223,-35.0,-273.0,-113.0,-160.0,-2.5,-1.9225352112676057,-1.5066666666666666,-2.388059701492537,-2.5,-1.9225352112676057,-1.5066666666666666,-2.388059701492537,0.4,1.0
St Clair Shores Lakeview,95788,10,15,5.0,10.0,79.0,93.0,237.0,118.0,118.0,1299.0,1307.0,123.0,70.0,52.0,685.0,618.0,114.0,48.0,66.0,614.0,689.0,0.3333333333333333,0.4978902953586498,0.5691056910569106,0.42105263157894735,-14.0,-8.0,67.0,-75.0,-0.9333333333333333,-0.03375527426160337,0.5447154471544715,-0.6578947368421053,-0.9333333333333333,-0.03375527426160337,0.5447154471544715,-0.6578947368421053,0.5,1.0
St Clair Shores South Lake,95805,9,27,18.0,9.0,195.0,171.0,93.0,49.0,44.0,646.0,643.0,45.0,23.0,22.0,301.0,313.0,48.0,26.0,22.0,345.0,330.0,0.6666666666666666,0.5268817204301075,0.5111111111111111,0.5416666666666666,24.0,3.0,-12.0,15.0,0.8888888888888888,0.03225806451612903,-0.26666666666666666,0.3125,0.8888888888888888,0.03225806451612903,-0.26666666666666666,0.3125,2.0,1.0
St Helen Charlton Heston Academy,2753120,1,1,0.0,1.0,1.0,16.0,16.0,2.0,14.0,57.0,247.0,9.0,1.0,8.0,24.0,142.0,7.0,1.0,6.0,33.0,105.0,0.0,0.125,0.1111111111111111,0.14285714285714285,-15.0,-190.0,-118.0,-72.0,-15.0,-11.875,-13.11111111111111,-10.285714285714286,-15.0,-11.875,-13.11111111111111,-10.285714285714286,0.0,1.0
St Ignace,636920,4,4,0.0,4.0,7.0,27.0,6.0,2.0,4.0,31.0,63.0,6.0,2.0,4.0,31.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,,-20.0,-32.0,-32.0,0.0,-5.0,-5.333333333333333,-5.333333333333333,,-5.0,-5.333333333333333,-5.333333333333333,,0.0,1.0
St Johns,95911,10,18,8.0,10.0,84.0,98.0,193.0,106.0,85.0,1140.0,1072.0,115.0,69.0,44.0,734.0,619.0,78.0,37.0,41.0,406.0,453.0,0.4444444444444444,0.5492227979274611,0.6,0.47435897435897434,-14.0,68.0,115.0,-47.0,-0.7777777777777778,0.35233160621761656,1.0,-0.6025641025641025,-0.7777777777777778,0.35233160621761656,1.0,-0.6025641025641025,0.8,1.0
St Joseph,95838,10,18,8.0,10.0,96.0,120.0,92.0,45.0,47.0,484.0,505.0,49.0,29.0,20.0,289.0,228.0,43.0,16.0,27.0,195.0,277.0,0.4444444444444444,0.4891304347826087,0.5918367346938775,0.37209302325581395,-24.0,-21.0,61.0,-82.0,-1.3333333333333333,-0.22826086956521738,1.2448979591836735,-1.9069767441860466,-1.3333333333333333,-0.22826086956521738,1.2448979591836735,-1.9069767441860466,0.8,1.0
St Joseph Lake Michigan Catholic,96198,7,25,18.0,7.0,189.0,67.0,90.0,49.0,41.0,724.0,563.0,56.0,32.0,24.0,407.0,332.0,34.0,17.0,17.0,317.0,231.0,0.72,0.5444444444444444,0.5714285714285714,0.5,122.0,161.0,75.0,86.0,4.88,1.788888888888889,1.3392857142857142,2.5294117647058822,4.88,1.788888888888889,1.3392857142857142,2.5294117647058822,2.5714285714285716,1.0
St Joseph Michigan Lutheran,95756,10,19,9.0,10.0,117.0,95.0,56.0,33.0,23.0,364.0,261.0,23.0,14.0,9.0,134.0,96.0,33.0,19.0,14.0,230.0,165.0,0.47368421052631576,0.5892857142857143,0.6086956521739131,0.5757575757575758,22.0,103.0,38.0,65.0,1.1578947368421053,1.8392857142857142,1.6521739130434783,1.9696969696969697,1.1578947368421053,1.8392857142857142,1.6521739130434783,1.9696969696969697,0.9,1.0
St Joseph Our Lady of the Lake Catholic,2515161,3,4,1.0,3.0,19.0,50.0,72.0,29.0,43.0,460.0,512.0,33.0,15.0,18.0,258.0,217.0,39.0,14.0,25.0,202.0,295.0,0.25,0.4027777777777778,0.45454545454545453,0.358974358974359,-31.0,-52.0,41.0,-93.0,-7.75,-0.7222222222222222,1.2424242424242424,-2.3846153846153846,-7.75,-0.7222222222222222,1.2424242424242424,-2.3846153846153846,0.3333333333333333,1.0
St Louis,96275,10,14,4.0,10.0,57.0,107.0,126.0,47.0,78.0,601.0,903.0,63.0,27.0,35.0,348.0,416.0,63.0,20.0,43.0,253.0,487.0,0.2857142857142857,0.373015873015873,0.42857142857142855,0.31746031746031744,-50.0,-302.0,-68.0,-234.0,-3.5714285714285716,-2.3968253968253967,-1.0793650793650793,-3.7142857142857144,-3.5714285714285716,-2.3968253968253967,-1.0793650793650793,-3.7142857142857144,0.4,1.0
Standish-Sterling,2163942,4,18,14.0,4.0,156.0,58.0,56.0,40.0,16.0,455.0,190.0,20.0,15.0,5.0,141.0,65.0,36.0,25.0,11.0,314.0,125.0,0.7777777777777778,0.7142857142857143,0.75,0.6944444444444444,98.0,265.0,76.0,189.0,5.444444444444445,4.732142857142857,3.8,5.25,5.444444444444445,4.732142857142857,3.8,5.25,3.5,1.0
Standish-Sterling Central,95869,6,17,11.0,6.0,87.0,64.0,32.0,18.0,14.0,169.0,155.0,16.0,11.0,5.0,96.0,72.0,16.0,7.0,9.0,73.0,83.0,0.6470588235294118,0.5625,0.6875,0.4375,23.0,14.0,24.0,-10.0,1.3529411764705883,0.4375,1.5,-0.625,1.3529411764705883,0.4375,1.5,-0.625,1.8333333333333333,1.0
Stanton Central Montcalm,95749,6,11,5.0,6.0,45.0,52.0,43.0,15.0,28.0,192.0,289.0,18.0,6.0,12.0,76.0,120.0,25.0,9.0,16.0,116.0,169.0,0.45454545454545453,0.3488372093023256,0.3333333333333333,0.36,-7.0,-97.0,-44.0,-53.0,-0.6363636363636364,-2.255813953488372,-2.4444444444444446,-2.12,-0.6363636363636364,-2.255813953488372,-2.4444444444444446,-2.12,0.8333333333333334,1.0
Stephenson,409498,7,9,2.0,7.0,24.0,80.0,34.0,5.0,29.0,83.0,335.0,15.0,4.0,11.0,50.0,127.0,19.0,1.0,18.0,33.0,208.0,0.2222222222222222,0.14705882352941177,0.26666666666666666,0.05263157894736842,-56.0,-252.0,-77.0,-175.0,-6.222222222222222,-7.411764705882353,-5.133333333333334,-9.210526315789474,-6.222222222222222,-7.411764705882353,-5.133333333333334,-9.210526315789474,0.2857142857142857,1.0
Sterling Heights,95919,10,10,0.0,10.0,13.0,136.0,118.0,29.0,89.0,489.0,1053.0,63.0,18.0,45.0,288.0,551.0,55.0,11.0,44.0,201.0,502.0,0.0,0.2457627118644068,0.2857142857142857,0.2,-123.0,-564.0,-263.0,-301.0,-12.3,-4.779661016949152,-4.174603174603175,-5.472727272727273,-12.3,-4.779661016949152,-4.174603174603175,-5.472727272727273,0.0,1.0
Sterling Heights Parkway Christian,96317,10,32,22.0,10.0,201.0,114.0,145.0,82.0,63.0,898.0,745.0,66.0,40.0,26.0,365.0,299.0,79.0,42.0,37.0,533.0,446.0,0.6875,0.5655172413793104,0.6060606060606061,0.5316455696202531,87.0,153.0,66.0,87.0,2.71875,1.0551724137931036,1.0,1.1012658227848102,2.71875,1.0551724137931036,1.0,1.1012658227848102,2.2,1.0
Sterling Heights Stevenson,95835,10,36,26.0,10.0,231.0,117.0,190.0,146.0,41.0,1324.0,632.0,104.0,81.0,22.0,725.0,338.0,86.0,65.0,19.0,599.0,294.0,0.7222222222222222,0.7684210526315789,0.7788461538461539,0.7558139534883721,114.0,692.0,387.0,305.0,3.1666666666666665,3.642105263157895,3.7211538461538463,3.546511627906977,3.1666666666666665,3.642105263157895,3.7211538461538463,3.546511627906977,2.6,1.0
Stevensville Lakeshore,96098,10,43,35.0,8.0,268.0,115.0,142.0,82.0,59.0,848.0,653.0,79.0,48.0,30.0,422.0,341.0,63.0,34.0,29.0,426.0,312.0,0.813953488372093,0.5774647887323944,0.6075949367088608,0.5396825396825397,153.0,195.0,81.0,114.0,3.558139534883721,1.3732394366197183,1.0253164556962024,1.8095238095238095,3.558139534883721,1.3732394366197183,1.0253164556962024,1.8095238095238095,3.5,0.8
Stockbridge,96239,10,12,2.0,10.0,35.0,70.0,173.0,59.0,113.0,705.0,1248.0,87.0,32.0,54.0,335.0,608.0,86.0,27.0,59.0,370.0,640.0,0.16666666666666666,0.34104046242774566,0.367816091954023,0.313953488372093,-35.0,-543.0,-273.0,-270.0,-2.9166666666666665,-3.138728323699422,-3.1379310344827585,-3.13953488372093,-2.9166666666666665,-3.138728323699422,-3.1379310344827585,-3.13953488372093,0.2,1.0
Sturgis,96166,10,20,10.0,10.0,103.0,103.0,131.0,65.0,64.0,747.0,586.0,66.0,34.0,32.0,361.0,291.0,65.0,31.0,32.0,386.0,295.0,0.5,0.4961832061068702,0.5151515151515151,0.47692307692307695,0.0,161.0,70.0,91.0,0.0,1.2290076335877862,1.0606060606060606,1.4,0.0,1.2290076335877862,1.0606060606060606,1.4,1.0,1.0
Suttons Bay,95915,10,21,11.0,10.0,177.0,191.0,259.0,93.0,160.0,1228.0,1700.0,134.0,56.0,76.0,695.0,830.0,125.0,37.0,84.0,533.0,870.0,0.5238095238095238,0.3590733590733591,0.417910447761194,0.296,-14.0,-472.0,-135.0,-337.0,-0.6666666666666666,-1.8223938223938223,-1.007462686567164,-2.696,-0.6666666666666666,-1.8223938223938223,-1.007462686567164,-2.696,1.1,1.0
Swartz Creek,96014,10,14,4.0,10.0,36.0,77.0,112.0,51.0,60.0,542.0,641.0,60.0,30.0,30.0,311.0,350.0,52.0,21.0,30.0,231.0,291.0,0.2857142857142857,0.45535714285714285,0.5,0.40384615384615385,-41.0,-99.0,-39.0,-60.0,-2.9285714285714284,-0.8839285714285714,-0.65,-1.1538461538461537,-2.9285714285714284,-0.8839285714285714,-0.65,-1.1538461538461537,0.4,1.0
Tawas,95747,10,15,5.0,10.0,46.0,88.0,80.0,28.0,51.0,335.0,550.0,38.0,13.0,25.0,171.0,296.0,42.0,15.0,26.0,164.0,254.0,0.3333333333333333,0.35,0.34210526315789475,0.35714285714285715,-42.0,-215.0,-125.0,-90.0,-2.8,-2.6875,-3.289473684210526,-2.142857142857143,-2.8,-2.6875,-3.289473684210526,-2.142857142857143,0.5,1.0
Taylor,2209824,4,5,1.0,4.0,8.0,35.0,33.0,11.0,22.0,142.0,235.0,12.0,4.0,8.0,50.0,107.0,21.0,7.0,14.0,92.0,128.0,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,-27.0,-93.0,-57.0,-36.0,-5.4,-2.8181818181818183,-4.75,-1.7142857142857142,-5.4,-2.8181818181818183,-4.75,-1.7142857142857142,0.25,1.0
Taylor Baptist Park,96290,4,4,0.0,4.0,6.0,57.0,7.0,3.0,4.0,30.0,65.0,3.0,1.0,2.0,10.0,33.0,4.0,2.0,2.0,20.0,32.0,0.0,0.42857142857142855,0.3333333333333333,0.5,-51.0,-35.0,-23.0,-12.0,-12.75,-5.0,-7.666666666666667,-3.0,-12.75,-5.0,-7.666666666666667,-3.0,0.0,1.0
Taylor Kennedy,96179,6,18,12.0,6.0,74.0,55.0,82.0,53.0,29.0,489.0,288.0,42.0,29.0,13.0,256.0,137.0,40.0,24.0,16.0,233.0,151.0,0.6666666666666666,0.6463414634146342,0.6904761904761905,0.6,19.0,201.0,119.0,82.0,1.0555555555555556,2.451219512195122,2.8333333333333335,2.05,1.0555555555555556,2.451219512195122,2.8333333333333335,2.05,2.0,1.0
Taylor Prep,2163800,4,5,1.0,4.0,15.0,49.0,76.0,21.0,54.0,323.0,520.0,44.0,15.0,28.0,209.0,269.0,32.0,6.0,26.0,114.0,251.0,0.2,0.27631578947368424,0.3409090909090909,0.1875,-34.0,-197.0,-60.0,-137.0,-6.8,-2.5921052631578947,-1.3636363636363635,-4.28125,-6.8,-2.5921052631578947,-1.3636363636363635,-4.28125,0.25,1.0
Taylor Preparatory,1447292,3,5,2.0,3.0,12.0,35.0,28.0,25.0,3.0,247.0,61.0,13.0,13.0,0.0,114.0,18.0,15.0,12.0,3.0,133.0,43.0,0.4,0.8928571428571429,1.0,0.8,-23.0,186.0,96.0,90.0,-4.6,6.642857142857143,7.384615384615385,6.0,-4.6,6.642857142857143,7.384615384615385,6.0,0.6666666666666666,1.0
Taylor Trillium,95811,6,10,4.0,6.0,72.0,93.0,53.0,32.0,21.0,440.0,357.0,31.0,22.0,9.0,291.0,172.0,22.0,10.0,12.0,149.0,185.0,0.4,0.6037735849056604,0.7096774193548387,0.45454545454545453,-21.0,83.0,119.0,-36.0,-2.1,1.5660377358490567,3.838709677419355,-1.6363636363636365,-2.1,1.5660377358490567,3.838709677419355,-1.6363636363636365,0.6666666666666666,1.0
Taylor Trillium Academy,2163898,4,5,1.0,4.0,24.0,73.0,39.0,19.0,20.0,288.0,262.0,19.0,11.0,8.0,132.0,118.0,20.0,8.0,12.0,156.0,144.0,0.2,0.48717948717948717,0.5789473684210527,0.4,-49.0,26.0,14.0,12.0,-9.8,0.6666666666666666,0.7368421052631579,0.6,-9.8,0.6666666666666666,0.7368421052631579,0.6,0.25,1.0
